Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2,Gene names
0.94508,1.1114,0.54795,0.51231,1.3433,0.99502,0.42576,0.41998,0.54918,0.56231,1.2762,1.2288,0.42344,0.42728,0.49517,0.56662,Men
1.2946,1.4014,1.3637,1.3901,1.5173,1.2434,1.2275,1.2419,1.2251,1.085,1.3126,1.3408,1.2476,1.1824,1.1031,1.0996,MSBP
2.2741,1.8281,2.2754,1.7751,1.3418,1.1784,2.4697,2.1513,2.6875,2.3629,1.3089,1.5368,2.172,2.2198,2.4186,3.8143,
0.42808,0.42861,0.74611,0.88358,0.44502,0.35058,0.74299,0.70815,0.81732,0.93934,0.27399,0.27837,0.83328,0.89172,0.73453,0.83037,Gnpda1
0.62862,0.4902,0.68095,0.72317,0.45542,0.34464,1.1789,1.0025,0.90565,1.0631,0.5805,0.5484,1.1218,0.78909,0.81385,0.9588,l(2)tid
1.8943,1.486,2.2979,2.2412,1.4266,1.4558,2.1314,2.0427,2.3502,2.1843,1.4603,1.4511,2.0392,2.2001,2.1114,2.0995,
0.37159,0.29726,0.30695,0.3002,0.27193,0.28781,0.24071,0.27062,0.2747,0.2492,0.30225,0.28063,0.18519,0.25439,0.24678,0.2735,cv-d
0.25221,0.1485,0.44512,0.40035,0.15337,0.47931,0.27196,0.28985,0.20628,0.4678,0.4602,0.30132,0.23582,0.48368,0.18529,0.28658,Acer
0.74135,0.90132,0.57782,0.43047,1.1269,0.69895,0.38083,0.42535,0.43217,0.48523,1.0056,0.80183,0.26748,0.34128,0.38811,0.35742,Gyk
0.76075,0.7849,1.3948,1.3365,0.88069,0.60525,1.073,1.377,1.5476,1.522,0.66329,0.75417,1.3969,1.3897,1.3877,1.3988,Ost48
0.83609,0.99591,1.0085,1.0546,0.71509,0.84079,0.93097,0.9238,0.62428,0.78236,0.70968,NaN,0.58877,0.62062,0.55956,0.67101,
1.5282,2.0215,0.90875,0.77349,2.4892,1.4906,0.66756,0.54132,0.87498,0.85981,1.8353,1.7265,0.72209,0.81016,0.78317,0.70572,Ugt35b
0.9092,0.70363,0.8682,1.0208,0.82949,0.75052,1.0763,0.91062,0.74622,0.764,0.67726,0.71,0.95461,0.83616,0.66674,0.72811,Snx1
0.25207,0.18104,0.8778,0.36457,0.24651,0.27909,0.74376,0.86134,0.44089,0.34961,0.3252,0.21205,0.75522,0.54369,0.39371,0.38491,Cp1
0.76057,1.0191,0.75314,NaN,0.88597,0.67066,0.86212,NaN,0.56861,0.86305,0.54179,0.91901,0.79616,0.55077,0.50735,0.43389,
0.25518,0.28112,0.40216,0.45948,0.3391,0.15305,0.36799,0.4352,0.49138,0.37389,0.32291,0.27378,0.4746,0.49948,0.43819,0.47741,Dip-B
NaN,NaN,0.70585,NaN,1.2507,NaN,NaN,NaN,0.85821,NaN,NaN,NaN,NaN,NaN,0.76528,0.79428,sws
2.3915,2.4874,1.1918,1.2534,2.8434,2.2017,0.97433,1.0209,1.0342,0.98272,2.8246,2.6545,1.0815,1.0735,0.92187,0.90773,CG11899
NaN,2.3391,2.1924,2.3672,NaN,1.5168,1.9012,2.3063,2.1857,2.0678,1.9647,2.0228,2.2809,2.33,1.9471,2.3336,
1.2406,1.1629,1.3459,1.2816,1.9061,1.1886,1.3443,1.3265,0.97524,1.1997,1.2724,1.5289,0.98718,1.0837,0.86865,1.1183,GstO2
2.4142,2.5784,1.3149,1.3791,3.0139,2.4401,1.086,1.1462,1.2195,1.127,2.8862,2.8192,1.2383,1.1399,1.0852,1.1335,zetaCOP;CG5946-RB
0.33017,0.37385,0.60812,0.50773,0.47117,1.3526,0.49919,0.64088,0.58635,0.53936,0.29739,0.31531,0.5658,0.61952,0.52164,0.48759,
0.3833,0.39464,0.21418,0.21683,0.56684,0.38725,0.1764,0.19843,0.17596,0.15047,0.37552,0.46999,0.17633,0.1883,0.15646,0.19276,CAH1
0.7792,0.93886,0.78779,0.79038,1.0269,0.79695,0.74672,0.8255,0.90568,0.93881,1.0249,1.0781,0.90972,0.9382,0.80524,0.83945,NTPase
1.8136,2.541,1.5361,1.4909,1.7349,1.4273,1.2788,1.3293,1.2942,1.4437,2.1632,1.7811,1.4433,1.3641,1.1504,1.5594,
0.14565,0.19499,0.26876,0.34895,0.24319,0.24226,0.28584,0.35177,0.20543,0.2588,0.20173,0.12399,0.25427,0.25185,0.18255,0.24098,grsm
1.0749,1.0704,0.78558,0.79066,1.2276,1.0316,0.59986,0.70155,0.77359,0.69205,1.046,1.0209,0.65409,0.6382,0.6874,0.74028,
1.7039,1.8582,1.4886,1.4932,1.9698,1.3621,1.1836,1.2925,1.7892,1.9226,1.4204,1.415,1.2559,1.2228,1.5893,1.5037,CG34455-RC
0.23418,0.26144,0.54398,0.52234,0.28925,0.25956,0.62183,0.65619,0.80729,0.73713,0.26651,0.25195,0.63719,0.69774,0.71679,0.70439,Ef1alpha100E
NaN,1.6423,1.8068,1.7787,1.7333,NaN,1.7639,1.7261,1.6933,1.592,1.3741,1.5952,1.6103,1.7636,1.5028,1.3974,
1.1182,0.91717,1.3828,1.4001,0.94656,0.80764,1.5281,1.657,2.0319,2.2318,0.89588,1.0675,1.8008,1.5773,1.7997,2.0318,
0.32019,0.22766,0.92881,0.83021,0.22505,0.21058,1.9918,2.0162,3.2552,3.4062,0.23231,0.23013,2.845,2.3201,2.8828,4.0147,
0.52731,0.34997,0.54406,0.51554,0.52122,0.42193,0.46026,0.54271,0.50716,0.51523,0.31654,0.3666,0.55798,0.54313,0.44914,0.39808,Fit1
1.5491,1.3332,0.91818,0.87026,1.5768,1.3607,0.72737,0.72823,0.64141,0.6818,1.64,1.6853,0.71842,0.72532,0.56793,0.60603,
0.9029,0.79928,1.1556,1.1748,0.72595,0.69097,1.0563,1.0365,1.3055,1.2939,0.73502,0.68319,1.2304,1.2303,1.1556,1.1799,Pdi
2.1032,1.8672,1.9485,2.0533,1.8491,NaN,2.1236,1.9426,1.834,1.5757,1.8663,1.7353,1.747,1.8092,1.6234,1.7683,Cpr47Ea
0.19483,0.14205,0.31265,0.26943,0.13649,0.17262,0.2572,0.29829,0.37332,0.27945,0.12834,0.093977,0.37637,0.24918,0.33038,0.26926,eIF4G
1.0954,1.1929,0.9764,1.0118,0.22085,1.0246,0.96211,1.0669,1.0856,0.42355,1.1877,1.5113,0.96854,1.0282,0.96068,0.94039,
0.91945,1.067,0.5146,0.52282,1.1854,0.76879,0.3925,0.42254,0.53962,0.55963,1.0332,1.1333,0.45345,0.4623,0.4774,0.53493,
0.85908,0.7689,1.5472,1.6647,0.87351,0.68608,1.7265,1.8653,2.6234,2.0073,0.93907,0.88194,1.8854,1.8717,2.3205,2.1846,RpL26
0.82425,0.85526,1.1553,1.2657,0.89649,0.81294,1.169,1.2764,1.272,1.2265,0.79426,0.82296,1.1996,1.2189,1.1243,1.2641,Moe
0.40171,1.0223,0.8995,0.68313,0.52912,0.25942,0.60189,NaN,0.93188,0.55959,0.44685,0.44807,0.80748,0.80822,0.82306,1.0113,OstStt3
0.32411,0.27438,1.4254,1.5057,0.28962,0.25022,2.4782,3.0947,4.1616,4.9187,0.27155,0.3041,2.902,2.9904,3.6753,3.1815,Gasp
1.5102,1.5867,1.2007,1.1801,1.2066,1.2843,1.2143,1.2433,1.4122,1.4137,1.4503,1.4638,1.244,1.2263,1.2466,1.3241,CG11779-RB
0.57983,0.59768,1.6129,1.3541,0.63185,0.47965,1.5111,1.3618,1.5059,1.743,0.50982,0.52679,1.4092,1.4913,1.3291,1.8786,Set
0.42887,0.42985,0.49,0.6495,0.41319,0.53421,0.52971,0.62104,0.92897,0.9568,0.34364,0.32302,0.96048,0.93186,0.81921,0.35909,prtp
1.2723,1.1005,1.8433,1.813,1.3354,1.1774,1.9641,1.7788,2.0076,1.9088,1.0893,1.3025,1.7146,1.7886,1.7694,2.0246,sqd
4.6636,4.2426,2.1843,2.118,2.6701,2.2046,1.8535,1.8742,1.3941,1.2842,2.9246,2.8201,1.8073,1.9147,1.2281,1.1497,Fer2LCH
1.0577,1.1281,0.75094,0.68072,1.5341,1.238,0.64041,0.52678,0.64688,0.64674,1.258,1.4675,0.61767,0.5872,0.56975,0.59752,Inos
1.2734,1.4196,0.89438,0.86894,1.6683,1.2858,0.92839,0.88186,0.80563,0.81108,1.4636,1.2856,0.81662,0.8006,0.70942,0.67184,CG17896
1.687,1.4003,1.4344,1.1106,2.0958,1.4996,1.3727,1.3903,1.2082,1.2779,1.5834,1.4834,1.1549,1.257,1.0638,1.1711,
1.6107,1.1991,1.2137,1.3544,0.78908,0.89745,0.97608,1.1597,1.2721,1.5128,1.4865,1.0736,1.0404,1.1285,1.12,1.1592,
0.90968,1.4582,0.53186,0.57695,1.5337,0.8808,0.48241,0.72136,0.60741,0.82445,0.95529,0.98022,0.43175,0.45236,0.53478,0.55497,CG17333
0.83798,0.62924,1.3074,1.1577,0.6589,0.53669,1.2326,1.1362,1.354,1.335,0.65735,0.61392,1.3531,1.2929,1.1919,1.2909,Crc
0.42674,0.4777,0.84115,0.95248,0.52873,0.40524,0.9516,0.96921,1.2402,1.0432,0.53181,0.45094,0.93737,0.93958,1.0914,1.1524,RpS11
0.39153,0.40931,0.66048,0.63717,0.34327,0.38291,0.601,0.65204,0.72374,0.59778,0.39594,0.48245,0.59588,0.50127,0.63689,0.72575,Lis-1
1.9616,1.9537,1.1336,1.0993,2.916,2.3072,1.1119,1.1025,1.1751,1.1634,2.811,2.5076,1.3833,1.2568,1.034,1.1265,Tret1-1
0.82674,0.85279,0.54124,0.53641,0.93504,0.83152,0.58822,0.56696,0.64167,0.5993,0.88807,0.95482,0.57797,0.54879,0.5645,0.62412,Pgi
0.36347,0.31735,0.72616,0.71219,0.44461,0.33775,0.80483,1.0219,0.5689,NaN,0.20752,0.35799,NaN,0.90243,0.49975,0.39327,dl
0.78018,0.91889,0.79087,0.86795,0.8951,0.99138,0.75508,0.75082,0.76595,0.75619,0.99972,0.9777,0.70353,0.82512,0.67276,0.81808,CG9471-RA
7.5162,7.3994,1.533,1.4114,7.8678,6.6824,1.2022,1.1636,1.4377,1.2249,10.339,12.241,1.3638,1.3274,1.2621,1.2243,Mal-B2
NaN,1.9025,0.71155,0.48553,NaN,NaN,0.63785,0.67468,0.40072,0.4953,2.2727,2.0488,0.61715,0.37205,0.35176,0.26476,GstD9
0.18017,0.18556,0.38284,0.28013,0.36367,0.3748,0.31895,0.30511,0.52693,0.29174,0.32394,0.26846,0.30904,0.40894,0.46193,0.29556,Top2
0.50144,0.36967,0.88244,0.80029,0.50333,0.39867,0.89619,0.98118,1.1105,1.2231,0.45955,0.39792,0.94981,0.9818,0.97335,1.0325,eRF1
1.1941,1.2481,0.84732,0.79288,1.3457,1.1565,0.69419,0.71472,0.83108,0.8428,1.7185,1.9353,0.77116,0.91549,0.7283,0.68866,
1.3909,1.2692,0.67369,0.65476,1.5182,1.1297,0.64927,0.62211,0.71779,0.84855,1.4373,1.4282,0.58841,0.60449,0.62836,0.65483,CG15093
0.37608,0.50605,0.49712,0.41362,0.40039,0.63198,0.61641,0.3937,0.45716,0.45505,0.39242,0.40587,0.29505,0.37475,0.40019,0.41377,Mdr65
0.39241,0.37244,0.79451,0.89704,0.43894,0.3819,0.9032,0.93889,1.2965,1.5015,0.38152,0.4526,1.0572,0.92091,1.134,1.1667,RpS20
2.2379,2.119,1.319,1.0735,2.1002,1.6155,1.1976,1.3027,1.3521,1.1299,1.8187,1.6217,1.3008,1.7582,1.1824,1.3878,CG9231
0.69488,0.44719,1.2886,1.5526,0.4871,0.6221,1.3283,0.97693,1.4401,1.7198,0.51429,0.63656,1.4272,1.3738,1.2593,1.5847,Anp32a;Mapmodulin
1.2982,1.245,0.65207,0.69129,1.2118,1.0702,0.64409,0.68918,0.61577,0.70832,1.5984,1.3598,0.55964,0.61514,0.53827,0.61524,
0.83148,0.8379,0.73563,0.78564,0.93024,8.7278,0.89515,0.9058,0.74627,0.58665,0.55177,1.1898,0.62048,0.74018,0.65227,0.89454,CG7639
0.3452,0.37477,0.43266,0.46486,0.41653,0.30752,0.48412,0.43092,0.45471,0.33817,0.32757,0.3582,0.51845,0.54188,0.39743,0.44031,tws
0.24014,0.30078,0.48356,0.46066,0.31149,0.31521,0.48068,0.47703,0.50307,0.47518,0.2846,0.28816,0.46636,0.47652,0.43964,0.55271,CG1440-RC
0.74663,0.77198,0.58729,0.60828,0.65666,0.69457,0.50694,0.53957,0.59828,0.58292,0.89079,0.71065,0.62621,0.61817,0.5222,0.61527,
0.53257,0.43945,2.9963,0.93693,0.43881,0.45081,4.289,3.3947,2.2161,5.3749,0.52232,0.45291,3.8356,3.9732,1.9338,1.811,Cpr97Ea
0.66348,0.81867,1.13,1.1674,0.69644,0.61075,1.1075,1.0495,0.94241,0.92572,0.6392,0.81212,0.73606,0.8299,0.82093,0.77064,CG15117-RB
2.4249,2.8735,0.85004,0.77625,3.1519,2.4685,0.67852,0.71471,0.7864,0.84581,3.0233,3.0645,0.6482,0.66991,0.68473,0.74524,aralar1
0.26172,0.30674,0.37727,0.29618,0.24201,NaN,0.38591,0.30408,0.32868,NaN,0.56184,0.31462,0.22081,0.26543,0.28594,0.34925,alpha-Cat
2.0591,2.3306,1.0893,1.0651,2.4033,2.0657,1.0037,1.0058,1.1296,1.4209,2.7356,2.3823,0.7792,0.90418,0.9827,1.1275,AGBE
0.36478,0.38302,0.7365,0.79948,0.40881,0.36576,0.89283,0.90819,1.1874,1.0327,0.41107,0.4125,0.81099,0.88938,1.0329,1.0628,RpS6
0.74752,0.86098,0.72605,0.74881,1.0072,0.97548,0.64737,0.73027,0.69277,0.72135,0.90186,0.94835,0.56778,0.69489,0.60248,0.68833,
0.86711,0.70901,0.88349,0.86102,0.80437,0.74942,0.64162,0.78197,0.83459,0.53864,0.62557,0.61141,0.71842,0.75716,0.72567,0.76386,Crk
0.64392,0.70465,0.52666,0.44185,0.73095,0.74117,0.4994,0.52055,0.57225,0.44983,0.75602,0.67924,0.4364,0.56765,0.49753,0.37288,
NaN,1.0141,0.92378,1.0056,1.0083,NaN,NaN,0.81954,0.67042,0.64857,NaN,1.2596,0.83798,0.96667,0.58269,0.71442,
0.6955,0.85678,0.65134,0.61344,0.97052,0.8674,0.70025,0.63038,0.63589,0.79357,0.80387,0.74639,0.61519,0.5806,0.55265,0.66834,
0.90461,0.72061,1.0499,1.0104,0.78764,0.68488,1.0307,1.1382,1.2689,1.2686,0.73016,0.60778,1.095,1.0119,1.1024,1.1424,Sgt
0.43142,0.41938,0.8725,0.72961,0.38674,0.38063,1.0536,0.91907,1.0174,1.3146,0.34426,0.39316,0.95966,0.89293,0.88389,0.89622,26-29-p
0.9649,0.85438,0.87921,0.89068,0.84562,0.78977,0.76211,0.84304,0.9488,1.1336,0.79536,0.86226,0.903,0.89643,0.8238,1.1312,
1.9624,1.5086,1.4394,1.4574,1.9239,1.5538,1.4652,1.506,1.3058,1.5982,1.3907,1.4556,1.2692,1.2538,1.1321,1.189,Spn42Dd
1.6656,1.8393,0.72556,0.66055,1.7535,3.3385,0.53885,0.66929,1.019,1.2626,2.1721,2.1983,0.51201,0.46967,0.88303,0.80661,
0.27602,0.28711,1.1453,1.166,0.33066,0.17222,1.407,1.3286,1.6816,2.042,0.31636,0.284,1.3858,1.3897,1.4564,1.374,ras
0.27088,0.35061,0.32977,0.73353,0.37598,0.50646,0.32509,0.30337,0.24235,0.18304,0.23735,0.26795,0.24516,0.33852,0.20978,0.27166,iPLA2-VIA
0.88535,0.7913,0.88743,0.9425,0.7589,0.78912,0.93279,0.88958,0.81499,0.73859,0.90364,0.85079,0.88584,0.79879,0.7046,0.66851,Spn42Da
1.6635,1.8683,0.88281,0.80767,1.5852,1.3192,0.70962,0.72718,0.67037,0.70992,1.5803,1.6568,0.55994,0.59541,0.57897,0.60194,
4.6312,5.158,1.7532,1.7572,4.595,4.7997,1.1611,1.0931,1.2911,1.2119,4.709,5.3952,1.199,1.254,1.1139,1.0119,Aldh
0.47938,0.49322,0.98208,1.0002,0.54491,0.42474,1.1257,1.1664,1.4245,1.3378,0.51542,0.551,1.085,1.0206,1.2288,1.1631,RpS4
0.65103,0.56538,0.77968,0.90893,0.52588,0.52771,0.83002,1.0006,0.86394,0.99205,0.77884,0.73378,0.81541,0.80588,0.74452,0.77368,
0.80029,0.69319,0.69885,0.65786,0.6595,0.60857,0.55847,0.7049,0.5272,0.50189,0.96175,0.87309,0.65407,0.67118,0.45428,0.48876,Arc42
0.52991,0.56249,0.99989,1.0463,0.53645,0.47888,1.1087,1.1862,1.2258,1.03,0.58308,0.53185,0.97242,1.0859,1.056,1.146,mod
1.4655,1.3808,1.1836,1.3608,1.5104,1.2836,1.2474,1.4729,1.5919,1.4972,1.6418,1.416,1.5191,1.3084,1.3702,1.5106,CG11722
1.4679,0.69308,0.99915,0.89325,0.91913,0.77793,1.3268,0.73675,0.91335,0.77546,0.90151,0.80583,0.98172,1.1806,0.78582,0.64728,UbcD10
0.55692,0.7069,1.1941,0.80604,0.57327,0.66143,0.79061,1.1864,1.0067,1.2609,0.59922,0.48832,NaN,NaN,0.86575,0.70682,
1.7274,1.705,0.81721,0.78845,1.696,1.463,0.71156,0.67641,0.79562,0.76231,1.6293,1.6183,0.62331,0.60968,0.68379,0.80983,BcDNA.GH10614
1.1735,1.3823,0.57402,0.56989,NaN,1.4758,0.43577,0.3965,0.64439,0.79981,2.051,1.6367,0.48358,0.4874,0.55341,0.45068,Hex-C
0.47983,0.55676,0.67062,0.73398,0.54084,0.44809,0.50539,0.48851,0.5967,0.60022,0.55435,0.51055,0.67134,0.61623,0.51144,0.61138,
0.578,0.55247,0.98216,1.1581,0.47896,0.43024,1.1154,1.1721,1.5,1.4875,0.56355,0.56508,1.0285,1.0972,1.2853,1.6595,RpL22
0.38033,0.47678,0.77523,0.65271,0.46665,0.37988,0.74616,0.77681,0.82189,0.88839,0.49334,0.43056,0.79243,0.78449,0.70382,0.73935,OstDelta
0.49575,0.44309,1.1468,1.0266,0.54204,0.42207,1.144,1.0182,1.1552,1.1346,0.46369,0.50103,1.0469,1.2621,0.98807,1.1777,Prosalpha5
0.89176,0.46889,0.60325,0.35296,0.49827,0.45922,0.69426,0.53409,0.54044,0.3903,0.70295,0.41743,0.62954,NaN,0.46215,0.58989,Dat
3.619,2.8111,2.3114,2.1948,3.4177,3.1217,2.0192,2.1381,2.2043,2.2206,3.545,3.4083,2.0969,2.1118,1.8836,2.282,
0.55746,0.67452,0.73763,0.61097,0.66106,0.64991,0.68784,0.65321,0.67648,0.63442,0.78093,0.62123,0.68311,0.6666,0.5774,0.49143,Pdk
1.2044,1.0329,1.6521,1.9711,0.98331,0.83483,2.1069,1.8588,2.4228,1.7879,0.9285,1.0076,1.8381,1.827,2.066,2.0716,yps
0.22589,0.22289,0.20536,0.21691,0.14038,0.224,0.15766,0.36239,0.25358,0.32058,0.47415,0.24297,0.22901,0.20401,0.21617,0.18364,Pkc53E
0.3567,0.46322,0.82777,0.81022,0.3665,0.38977,0.79062,0.89071,0.9172,1.0023,0.46239,0.50367,0.7947,0.81328,0.7816,0.72598,BcDNA.GH04962
NaN,0.46113,0.54455,0.34487,NaN,NaN,0.49336,0.42951,0.39923,0.48177,0.3951,0.40996,0.33585,0.45161,0.34006,0.33373,CDase
0.20674,0.23809,0.41564,0.4695,0.24724,0.18842,0.45987,0.51333,0.65288,0.65447,0.24378,0.25628,0.46477,0.48185,0.55585,0.52976,RpL10
1.3489,1.3085,0.91114,0.94385,1.357,1.4188,1.0127,0.83167,1.115,1.0308,1.4545,1.5556,0.90129,0.97168,0.94919,1.0251,GstE12
0.1701,0.13548,0.55517,0.43851,0.21688,0.17381,0.51317,0.47674,0.55169,0.55827,0.17848,0.17888,0.54118,0.5223,0.46963,0.57602,Rpt1
0.46899,0.4514,0.84723,0.93388,0.54258,0.4482,1.0469,1.0165,1.5315,1.2908,0.48242,0.47113,1.1026,1.1719,1.3027,1.2663,RpL18A
0.49933,0.49243,0.29805,0.2749,0.4993,0.3843,0.23271,0.23091,0.22928,0.21156,0.45539,0.46895,0.21129,0.21265,0.19498,0.2471,
0.77693,0.80392,0.36764,0.33534,0.37484,0.36765,0.41072,0.39168,0.43365,0.2471,0.4488,0.58884,0.29152,0.67323,0.36877,0.37658,nemy
1.0049,0.8688,0.54442,0.52051,0.79496,0.82418,0.47495,0.45937,0.7858,0.82644,0.97551,0.73747,0.40764,0.39195,0.66776,0.83222,SpdS
0.32835,0.35528,0.62457,0.77204,0.40275,0.4786,0.8562,1.0226,0.86288,0.69451,0.38656,0.34304,0.69686,0.89619,0.73293,0.86929,
0.92988,1.033,0.67821,0.82738,1.8505,0.80245,0.65867,0.63598,0.61514,0.47922,1.2645,1.1178,0.5476,0.65041,0.5222,0.428,Cyp28a5
1.5314,2.0295,0.95122,0.93916,1.9601,1.8911,0.89275,0.8906,0.85399,0.96197,1.782,1.8637,0.75307,0.8205,0.72487,0.83676,
1.0642,1.003,0.92512,0.91043,1.0696,1.0607,0.78728,0.83239,1.0046,1.0312,0.97134,1.0374,0.79932,0.81448,0.85225,0.88178,Dhpr
0.54674,0.51336,0.91662,0.87707,0.51986,0.49152,0.787,0.80859,0.91307,0.87136,0.41601,0.46683,0.88019,0.909,0.77447,0.82377,ERp60
0.80588,0.75884,1.2686,1.3587,0.80685,0.56909,1.4852,1.4467,1.8282,2.0278,0.76456,0.80917,1.3555,1.3931,1.5506,1.6764,eEF1delta
1.1798,1.3329,1.3071,1.7147,0.75532,1.2011,1.4327,1.7641,1.3041,1.2621,1.0799,1.0691,1.2017,1.3048,1.1041,0.96324,Nep2
0.51244,0.52201,1.0419,1.0253,0.52709,0.44073,1.148,1.2017,1.4979,1.2396,0.50944,0.49929,1.1376,1.1596,1.2681,1.2502,RpS18
0.27394,0.41101,0.58392,0.59456,0.2726,0.33862,0.38418,0.42428,0.62158,0.55876,0.39868,0.44989,0.53066,0.55974,0.52604,0.77661,scrib
0.60759,0.67437,0.8009,0.72292,0.75129,0.57214,0.72398,0.75877,0.81915,0.71107,0.56805,0.59606,0.79813,0.74248,0.69314,0.65849,
0.31074,0.3759,0.93563,0.88752,0.36201,0.30107,0.84646,0.768,1.0184,1.0624,0.29092,0.37189,0.83718,0.8545,0.86169,1.1048,Rpt4
1.109,0.93631,NaN,0.89037,0.96434,NaN,0.56655,0.75882,0.75123,0.46613,1.9101,1.4871,0.80758,0.92557,0.63538,0.6993,
0.10097,0.11906,0.2228,0.21337,0.11524,0.1114,0.22472,0.24768,0.31081,0.27799,0.10298,0.11445,0.25108,0.24034,0.26254,0.26183,Ef2b
0.56624,0.51034,1.0386,1.1414,0.54546,0.41449,1.1992,1.1745,1.5078,1.3223,0.54269,0.60999,1.1361,1.1928,1.2729,1.2299,RpS28b
0.41122,0.41078,0.79136,0.81602,0.40677,0.3821,0.90716,0.87684,1.1047,1.0504,0.42228,0.45791,0.91522,0.8669,0.93258,0.99578,RpS16
0.47267,0.51303,0.73151,0.5463,0.37902,0.32359,0.54314,0.55474,0.40091,0.41361,0.40034,0.36913,0.54006,0.78312,0.33833,0.74058,ple
0.48771,0.57858,0.74818,0.76034,0.55789,0.48844,0.5835,0.77369,0.7398,0.88813,0.61451,0.63444,0.76734,0.87327,0.62396,0.63467,skpA
0.54471,0.60937,0.92404,0.70521,0.6046,0.57512,0.5935,0.64968,0.90745,0.75376,0.55378,0.61025,0.76492,0.71568,0.76468,0.69193,EndoGI
0.36945,0.36714,0.72869,0.74113,0.35181,0.29966,0.84786,0.79159,1.087,0.97988,0.32852,0.38744,0.79005,0.57359,0.9151,0.937,RpL34b
1.0084,1.4072,0.6643,0.52895,1.3884,NaN,0.34001,0.518,0.45519,0.46439,1.2912,1.2988,0.32284,0.33197,0.38318,0.4579,Cyp6g1
1.9016,1.8048,2.8715,2.7827,1.5694,1.5471,2.5078,2.8044,2.5676,2.7122,1.6879,1.6836,2.7453,2.6012,2.1607,2.4488,Hrb87F
NaN,0.63146,1.1335,1.3081,0.88996,0.68188,1.8753,1.1226,1.2551,1.5336,0.9363,0.70925,0.97979,1.3258,1.0561,1.1616,Cpr66Cb
0.67369,0.6969,0.85075,0.78494,0.67643,0.64754,0.85948,0.85887,0.83618,0.80505,0.64162,0.57342,0.8494,0.81889,0.70244,0.69359,Eip55E
0.37986,0.38574,0.80543,0.91208,0.42618,0.38986,0.92037,0.9999,1.3021,1.1754,0.46544,0.44465,0.93117,0.98064,1.0938,1.24,RpL13
0.74833,0.62474,NaN,1.9095,0.71179,0.55516,1.0055,1.1762,1.1688,1.134,0.78235,0.9214,NaN,NaN,0.98138,NaN,Msr-110
2.1377,1.6432,1.4598,1.6346,1.8107,1.2758,1.3423,1.2973,1.9859,2.1543,1.6959,1.6062,1.7828,1.5491,1.6669,1.6726,Fkbp13
0.85252,0.73219,1.1115,1.3652,0.97544,0.58487,1.1186,1.1969,1.2229,1.4416,0.86046,0.56436,1.3256,1.3523,1.0264,1.6456,
NaN,1.7591,NaN,1.1133,NaN,NaN,NaN,NaN,1.0673,NaN,2.0512,2.1293,0.98106,NaN,0.89505,NaN,Cyp12a4
0.43545,0.46473,0.51421,0.47989,0.40209,0.42648,0.36625,0.44232,0.36743,0.40855,0.44573,0.44316,0.47477,0.48253,0.30802,0.37154,Ahcy13
0.55755,0.66995,0.91994,1.0347,0.73147,0.45982,1.0591,1.0022,1.2746,1.383,0.63057,0.59207,0.99897,1.1197,1.0682,1.0912,CG6089
0.3836,0.31374,0.35681,0.23088,0.37513,0.30317,0.2744,0.25132,0.30363,0.2616,0.29523,0.3461,0.30894,0.27355,0.25443,0.28954,Aldh-III
0.2671,0.32621,0.89475,0.82327,0.41215,0.3369,0.96864,0.97289,1.0596,1.0859,0.34221,0.34248,0.96336,0.88527,0.88731,0.92818,Rpn3
0.63543,0.73367,0.34253,0.3331,0.84434,0.73761,0.30864,0.32043,0.37542,0.35986,0.79343,0.78791,0.27514,0.29319,0.31434,0.32583,Tps1
0.84095,NaN,0.74629,NaN,0.63554,0.60176,0.81809,0.63662,0.57359,0.70927,NaN,NaN,NaN,0.44537,0.47991,0.50018,CG32795
0.13388,0.14007,0.30676,0.25771,0.18654,0.27039,0.25411,0.40648,0.33998,0.33989,0.096456,0.10449,0.299,0.3309,0.28405,0.28794,Cctgamma
0.62176,0.62307,0.99359,1.1073,0.73036,0.4816,1.0525,1.1319,1.055,0.98794,0.58656,0.62453,1.0324,1.0849,0.881,1.4092,Saf-B
1.1852,1.2996,1.2622,1.3862,1.6294,1.3653,0.96513,1.3048,2.0724,1.9638,1.307,1.0585,1.2422,1.1228,1.7298,1.4403,
2.4358,2.6207,1.0882,1.2032,2.7861,2.7794,0.97329,0.9143,1.0269,0.90212,2.6637,2.6668,0.97566,0.96053,0.85708,0.90413,Got2
0.46403,0.55351,0.35579,0.28928,0.65968,0.45175,0.23021,0.24639,0.32284,0.28843,0.55101,0.55456,0.26428,0.26325,0.26938,0.27248,ade3
0.29819,0.28922,0.37755,0.3735,0.15409,0.26722,0.30623,0.44015,0.38685,0.32202,0.28853,0.31048,0.3078,0.34401,0.32277,0.28064,Aats-cys
0.86994,0.81139,1.1204,1.1919,0.87031,0.59627,1.0157,1.139,0.89255,0.93804,0.72941,0.76146,1.0786,1.1009,0.74433,0.81955,Tig
